2002-03-18 14:30:00,[13.46143557],[86.84928949]
2002-03-18 14:44:00,[12.58313542],[85.65752557]
2002-03-18 14:54:00,[12.23820664],[84.76985529]
2002-03-18 15:09:00,[11.9326261],[83.44332195]
