2002-03-18 14:49:04.777000,183563.43359375,171427.240234375,118638.791015625,106502.5927734375
2002-03-18 14:49:12.770000,89803.25,96055.96240234375,91697.45068359375,97950.1640625
2002-03-18 14:49:20.765000,161509.5859375,165300.740234375,122680.974609375,126472.1328125
2002-03-18 14:49:28.758000,131994.21875,85534.978515625,116185.572265625,69726.3310546875
2002-03-18 14:49:36.752000,224748.3671875,181338.630859375,118992.44140625,75582.705078125
2002-03-18 14:49:44.746000,103565.12890625,125457.455078125,118841.671875,140733.99951171875
2002-03-18 14:49:52.739000,180435.93359375,174397.02685546875,106903.6787109375,100864.76806640625
2002-03-18 14:50:00.733000,217762.46875,156298.7529296875,154152.80078125,92689.09716796875
2002-03-18 14:50:08.727000,123731.41748046875,140635.3818359375,82761.998046875,99665.9619140625
2002-03-18 14:50:16.721000,191219.06884765625,187302.5859375,156905.91259765625,152989.435546875
2002-03-18 14:50:24.714000,444008.576171875,405985.10546875,237833.85546875,199810.37890625
2002-03-18 14:50:32.708000,357274.64453125,411470.76171875,279306.21875,333502.34375
2002-03-18 14:50:40.702000,348570.9609375,303558.5078125,316578.572265625,271566.115234375
2002-03-18 14:50:48.695000,425822.51953125,425195.740234375,468853.3125,468226.53515625
2002-03-18 14:50:56.690000,320050.943359375,262504.00390625,278552.4765625,221005.53515625
2002-03-18 14:51:04.683000,256188.0458984375,257691.298828125,190399.73046875,191902.9833984375
2002-03-18 14:51:12.677000,230672.65234375,197262.79296875,150596.662109375,117186.8076171875
2002-03-18 14:51:20.655000,427431.40625,314685.865234375,399730.96484375,286985.421875
2002-03-18 14:51:28.649000,454186.08984375,479865.63671875,375692.712890625,401372.255859375
2002-03-18 14:51:36.643000,392873.48828125,415929.4296875,446486.390625,469542.3515625
2002-03-18 14:51:44.636000,275907.826171875,323030.58203125,287202.099609375,334324.83203125
2002-03-18 14:51:52.630000,325018.810546875,428563.15234375,347581.9921875,451126.3359375
2002-03-18 14:52:00.623000,276782.4296875,293140.609375,374251.44140625,390609.60546875
2002-03-18 14:52:08.618000,364070.3125,346114.28125,386529.46875,368573.44140625
2002-03-18 14:52:16.611000,503112.26953125,433645.166015625,407951.9375,338484.84765625
2002-03-18 14:52:24.605000,379377.25,338483.435546875,343790.45703125,302896.62109375
2002-03-18 14:52:32.599000,337888.984375,279420.69140625,428452.94921875,369984.66015625
2002-03-18 14:52:40.592000,136885.2890625,152900.65283203125,171687.24560546875,187702.611328125
2002-03-18 14:52:48.587000,178505.0966796875,212705.0712890625,172221.349609375,206421.322265625
2002-03-18 14:52:56.580000,102762.83935546875,100328.95263671875,138790.2255859375,136356.3359375
2002-03-18 14:53:04.574000,164568.9140625,190360.498046875,167257.6982421875,193049.2705078125
2002-03-18 14:53:12.567000,124722.59765625,127730.8935546875,96218.5234375,99226.822265625
2002-03-18 14:53:20.561000,75795.78125,111079.22509765625,99291.1787109375,134574.6171875
2002-03-18 14:53:28.555000,126067.71435546875,65676.4638671875,155157.2060546875,94765.95556640625
2002-03-18 14:53:36.549000,127150.00537109375,136638.169921875,153230.69140625,162718.859375
2002-03-18 14:53:44.542000,138010.24365234375,119610.5048828125,236436.841796875,218037.10546875
2002-03-18 14:53:52.536000,64730.47900390625,170351.517578125,109912.326171875,215533.369140625
