2002-03-18 14:15:02,-27.253999710083008
2002-03-18 14:15:06,-26.44499969482422
2002-03-18 14:15:10,-24.94700050354004
2002-03-18 14:15:14,-25.46299934387207
2002-03-18 14:15:18,-25.375
2002-03-18 14:15:22,-25.405000686645508
2002-03-18 14:15:26,-25.263999938964844
2002-03-18 14:15:30,-24.934999465942383
2002-03-18 14:15:34,-23.988000869750977
2002-03-18 14:15:38,-24.47800064086914
2002-03-18 14:15:42,-21.57699966430664
2002-03-18 14:15:46,-21.947999954223633
2002-03-18 14:15:50,-23.773000717163086
2002-03-18 14:15:54,-21.999000549316406
2002-03-18 14:15:58,-21.086999893188477
2002-03-18 14:16:02,-19.965999603271484
2002-03-18 14:16:06,-21.101999282836914
2002-03-18 14:16:10,-21.511999130249023
2002-03-18 14:16:14,-22.086999893188477
2002-03-18 14:16:18,-21.496000289916992
2002-03-18 14:16:22,-19.329999923706055
2002-03-18 14:16:26,-19.724000930786133
2002-03-18 14:16:30,-17.44099998474121
2002-03-18 14:16:34,-16.559999465942383
2002-03-18 14:16:38,-16.507999420166016
2002-03-18 14:16:42,-16.458999633789062
2002-03-18 14:16:46,-17.20199966430664
2002-03-18 14:16:50,-16.465999603271484
2002-03-18 14:16:54,-15.625
2002-03-18 14:16:58,-16.298999786376953
2002-03-18 14:17:02,-16.464000701904297
2002-03-18 14:17:06,-16.166000366210938
2002-03-18 14:17:10,-16.013999938964844
2002-03-18 14:17:14,-16.375999450683594
2002-03-18 14:17:18,-17.291000366210938
2002-03-18 14:17:22,-17.823999404907227
2002-03-18 14:17:26,-17.886999130249023
2002-03-18 14:17:30,-18.16200065612793
2002-03-18 14:17:34,-18.231000900268555
2002-03-18 14:17:38,-18.215999603271484
2002-03-18 14:17:42,-21.66900062561035
2002-03-18 14:17:46,-21.457000732421875
2002-03-18 14:17:50,-20.343000411987305
2002-03-18 14:17:54,-22.375
2002-03-18 14:17:58,-23.027999877929688
2002-03-18 14:18:02,-22.95599937438965
2002-03-18 14:18:06,-24.113000869750977
2002-03-18 14:18:10,-24.218000411987305
2002-03-18 14:18:14,-23.746000289916992
2002-03-18 14:18:18,-23.22800064086914
2002-03-18 14:18:22,-23.250999450683594
2002-03-18 14:18:26,-23.503000259399414
2002-03-18 14:18:30,-23.746000289916992
2002-03-18 14:18:34,-23.929000854492188
2002-03-18 14:18:38,-24.152999877929688
2002-03-18 14:18:42,-23.95199966430664
2002-03-18 14:18:46,-23.864999771118164
2002-03-18 14:18:50,-23.38800048828125
2002-03-18 14:18:54,-23.301000595092773
2002-03-18 14:18:58,-22.913999557495117
2002-03-18 14:19:02,-23.63599967956543
2002-03-18 14:19:06,-23.856000900268555
2002-03-18 14:19:10,-23.812000274658203
2002-03-18 14:19:14,-23.756999969482422
2002-03-18 14:19:18,-23.35300064086914
2002-03-18 14:19:22,-22.90399932861328
2002-03-18 14:19:26,-22.719999313354492
2002-03-18 14:19:30,-22.766000747680664
2002-03-18 14:19:34,-22.56399917602539
2002-03-18 14:19:38,-21.63599967956543
2002-03-18 14:19:42,-21.961999893188477
2002-03-18 14:19:46,-22.229000091552734
2002-03-18 14:19:50,-22.082000732421875
2002-03-18 14:19:54,-21.569000244140625
2002-03-18 14:19:58,-21.141000747680664
2002-03-18 14:20:02,-22.257999420166016
2002-03-18 14:20:06,-22.176000595092773
2002-03-18 14:20:10,-21.395000457763672
2002-03-18 14:20:14,-21.01799964904785
2002-03-18 14:20:18,-22.226999282836914
2002-03-18 14:20:22,-23.875999450683594
2002-03-18 14:20:26,-21.656999588012695
2002-03-18 14:20:30,-21.583999633789062
2002-03-18 14:20:34,-21.33099937438965
2002-03-18 14:20:38,-20.775999069213867
2002-03-18 14:20:42,-19.742000579833984
2002-03-18 14:20:46,-17.590999603271484
2002-03-18 14:20:50,-17.035999298095703
2002-03-18 14:20:54,-18.15399932861328
2002-03-18 14:20:58,-18.239999771118164
2002-03-18 14:21:02,-18.336000442504883
2002-03-18 14:21:06,-18.62299919128418
2002-03-18 14:21:10,-20.381000518798828
2002-03-18 14:21:14,-21.562000274658203
2002-03-18 14:21:18,-21.113000869750977
2002-03-18 14:21:22,-20.054000854492188
2002-03-18 14:21:26,-19.617000579833984
2002-03-18 14:21:30,-19.444000244140625
2002-03-18 14:21:34,-19.400999069213867
2002-03-18 14:21:38,-19.64699935913086
2002-03-18 14:21:42,-19.76300048828125
2002-03-18 14:21:46,-20.525999069213867
2002-03-18 14:21:50,-20.482999801635742
2002-03-18 14:21:54,-21.15399932861328
2002-03-18 14:21:58,-21.013999938964844
2002-03-18 14:22:02,-21.24799919128418
2002-03-18 14:22:06,-21.083999633789062
2002-03-18 14:22:10,-21.086999893188477
2002-03-18 14:22:14,-21.072999954223633
2002-03-18 14:22:18,-21.121000289916992
2002-03-18 14:22:22,-21.11400032043457
2002-03-18 14:22:26,-21.54800033569336
2002-03-18 14:22:30,-21.339000701904297
2002-03-18 14:22:34,-20.302000045776367
2002-03-18 14:22:38,-18.92799949645996
2002-03-18 14:22:42,-17.850000381469727
2002-03-18 14:22:46,-19.54599952697754
2002-03-18 14:22:50,-22.652000427246094
2002-03-18 14:22:54,-22.69499969482422
2002-03-18 14:22:58,-22.31399917602539
2002-03-18 14:23:02,-21.249000549316406
2002-03-18 14:23:06,-22.865999221801758
2002-03-18 14:23:10,-22.23699951171875
2002-03-18 14:23:14,-22.31399917602539
2002-03-18 14:23:18,-23.034000396728516
2002-03-18 14:23:22,-24.503999710083008
2002-03-18 14:23:26,-23.81599998474121
