2002-03-18 14:15:02.561000,5.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,648.2743825604839,1849.7318548387098,2483.9475806451615,1876.190398185484,0.0,0.0,0.0
2002-03-18 14:15:10.555000,16.875,0.0,0.0,714.0751008064516,892.5936239919355,892.5936239919355,1417.9557711693549,1083.7056451612902,985.1868699596774,1577.1509576612902,1302.3263608870968,1183.9351058467741,1220.9308215725807,0.0,0.0,0.0,0.0
2002-03-18 14:15:18.549000,28.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2002-03-18 14:15:26.542000,39.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1218.183089717742,1461.8170362903227,812.1221018145161,0.0
2002-03-18 14:15:34.537000,50.625,0.0,0.0,0.0,1223.9047379032259,1223.9047379032259,890.1139112903226,1415.808341733871,1287.098160282258,1287.098160282258,1415.808341733871,0.0,0.0,0.0,1953.491935483871,3255.8205645161293,3255.8205645161293
2002-03-18 14:15:42.530000,61.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2002-03-18 14:15:50.524000,73.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2002-03-18 14:15:58.518000,84.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,617.243636592742,1234.4871471774193,1975.1793094758063,1645.9823588709678,0.0
2002-03-18 14:16:06.511000,95.625,0.0,0.0,0.0,0.0,1005.4654737903226,1005.4654737903226,1072.4959677419354,1005.4654737903226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2002-03-18 14:16:14.506000,106.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2002-03-18 14:16:22.499000,118.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1013.2398563508065,1350.9857610887098,1350.9857610887098,0.0,0.0,0.0
2002-03-18 14:16:30.493000,129.375,0.0,0.0,0.0,0.0,0.0,0.0,1370.136466733871,1327.320060483871,1327.320060483871,1370.136466733871,0.0,0.0,0.0,0.0,0.0,0.0
2002-03-18 14:16:38.486000,140.625,0.0,0.0,0.0,0.0,0.0,1903.6790574596773,1965.0887096774193,1903.6790574596773,1903.6790574596773,0.0,0.0,0.0,0.0,0.0,0.0,0.0
